region,listing_no,listing_title,point_name,point_type,latitude,longitude,os_grid_ref,access_notes,description,category
West Penwith,19,"Carn Kenidjack, Pendeen",Carn Kenidjack,main,50.1389,-5.6571,SW387329,,"The eerily shaped rocky outcrop of Carn Kenidjack stands like a fortress on Woon Gumpus Common. This wild expanse of moorland, also known as the 'Gump', is one of the most spirit-haunted places in Cornwall where fairies and all kinds of otherworldly beings have been seen singing and cavorting. Carn Kenidjack seems to have been at the centre of all this supernatural activity and people avoided it, especially at night, for fear of being either pixie-led and abducted by the fairies or encountering the wild hunt (see quote). It was also known as the Hooting Cairn owing to an eerie sound that sometimes emanated from the rocks on dark nights.
“Few go near that wisht place, about the turn of night, without hearing, if not seeing, the Old One and his hounds, hunting among the rocks for any restless spirits that may have strayed so far from the churchyard.”
Wisht means 'ill-wished' or 'cursed' and the Old One refers to Arawn, lord of the underworld, leading the wild hunt while on the lookout for lost souls. The Gump was also haunted by Old Moll, the spirit of a terrifying witch who lived nearby. She is sometimes seen in the mist, wearing a red shawl and seated by an old well. One moonlit night, a foolish man set out alone across the Gump, intent on stealing the fairies' gold. Soon, he began to hear music that was so beautiful it made him both laugh and cry, then out of a door in the hillside poured hundreds of tiny spriggans carrying sparkling lamps. They set up a huge feast and began to dine from golden plates, luring the greedy man ever closer until he was so near he tried to scoop up the fairy prince and princess and all their gold in his hat. Immediately a shrill sound whistled through the air, all the lights went out and the man felt spriggans crawling all over him, like insects, before he was tied down with fine threads. When dawn finally arrived the spriggans had disappeared and he was alone on the Gump – cold, frightened, wet and covered in gossamer threads. Two miners also had a ghostly encounter on the Gump as they lost their way one dark and starless night. Finding themselves wandering near Carn Kenidjack, they heard a low, moaning sound and saw an unearthly glow above the rocks. The miners sensed that other beings were passing in the darkness, all making their way towards the cairn, and soon they too felt drawn to it. On arrival, they witnessed a large crowd of supernatural beings watching a brutal wrestling match. One of the miners, who was also a lay preacher, felt compelled to say a prayer for the unfortunate loser. This had an immediate and startling effect. Everything went dark and all the beings turned into spots of light, like will o'wisps, then disappeared into the night. Despite all the dark and sinister tales, Carn Kenidjack has a magical atmosphere (at least when visited in the daytime) and feels like a place of real power in the landscape. Another power spot in close proximity to Carn Kenidjack is Tregeseal Stone Circle where many ley lines are said to cross.",natural stones
West Penwith,19,"Carn Kenidjack, Pendeen",Tregeseal Stone Circle,nearby_feature,50.1337,-5.6585,SW386323,Where many ley lines are said to cross,"Another power spot in close proximity to Carn Kenidjack is Tregeseal Stone Circle, where many ley lines are said to cross.",stone circles
West Penwith,19,"Carn Kenidjack, Pendeen",Trailhead Parking,trailhead,50.143,-5.6496,SW393333,1km,Trailhead / parking for Carn Kenidjack (1km).,natural stones
West Penwith,20,"Rosewall Hill Mines, St Ives",Rosewall Hill Mines,main,50.2006,-5.5102,SW496392,,"Tin has been mined in Cornwall since the Bronze Age when it was traded all over Europe to make bronze weapons and artefacts. Rosewall Hill near St Ives is riddled with these ancient mines whose supernatural inhabitants were known as 'knockers' on account of the strange, knocking sounds they made. While deep underground, miners would go to where the sounds were loudest and sometimes they were led to new veins of ore. In return for this valuable guidance, miners would leave offerings but any who didn't acknowledge the knockers or disrespected them might fail to find any more tin or be lured to their deaths. Decaying stone chimneys, overgrown with ivy, are now all that remains of the tin-mining industry on Rosewall Hill, but by sitting quietly and listening you may still connect with the spirits dwelling deep within the maze of tunnels and caverns far below.",other
West Penwith,20,"Rosewall Hill Mines, St Ives",Trailhead Parking,trailhead,50.2017,-5.5223,SW487394,1km,Trailhead / parking for Rosewall Hill Mines (1km).,other
West Penwith,21,"Trencrom Hill, Lelant",Trencrom Hill,main,50.1739,-5.4775,SW517362,,"Originally the site of a Neolothic tor enclosure, then an iron Age hill fort, this grassy hill crowned with rocky outcrops was once home to a legendary giant called Trecobben. He shared his tools with the giant Cormoran of St Michael's Mount – visible in Mounts Bay to the south – and was said to have buried treasure in the labyrinthine passages under Trencrom Hill. One man went to look for it but as he dug, a terrible storm erupted and hundreds of tiny spriggans appeared from the rocks, growing to giant size and threatening him until he fled in terror. Another story relates how an old woman came upon some Trencrom spriggans counting their treasure in a house near Carbis Bay. She stole some of the gold from them but suffered from mysterious pains thereafter. On the summit of the hill beneath one of the many rocky outcrops is a natural stone well under a shelf of rock, while on the east side of the hill, hidden in the bracken, a stone structure known as the Giant's Well has now been capped. At the bottom of the hill, beside a stream that flows along its northern edge, a huge rounded boulder known as Bowl Rock was said to have been used by Trecobben in a game of bowls.",hills
West Penwith,21,"Trencrom Hill, Lelant",Natural stone well (summit),nearby_feature,50.1742,-5.4786,SW517362,Under a shelf of rock on the summit,"On the summit of the hill, beneath one of the many rocky outcrops, is a natural stone well under a shelf of rock.",wells
West Penwith,21,"Trencrom Hill, Lelant",Giant's Well,nearby_feature,50.1747,-5.4747,SW519362,East side of hill; now capped,"On the east side of Trencrom Hill, hidden in the bracken, a stone structure known as the Giant's Well has now been capped.",wells
West Penwith,21,"Trencrom Hill, Lelant",Bowl Rock,nearby_feature,50.1789,-5.4712,SW522367,"Boulder at foot of hill, beside stream","At the bottom of the hill, beside a stream that flows along its northern edge, a huge rounded boulder known as Bowl Rock was said to have been used by Trecobben in a game of bowls.",natural stones
West Penwith,21,"Trencrom Hill, Lelant",Trailhead Parking,trailhead,50.1716,-5.4776,SW517359,300m,Trailhead / parking for Trencrom Hill (300m).,hills
West Penwith,22,"Venton Uny Fairy Well, Carbis Bay",Venton Uny Fairy Well,main,50.1954,-5.454,SW535385,Secret / Secluded,"Tucked away in the wooded cliffs above St Ives Bay, this magical little wishing well is an ancient rock-cut basin that still fills with clear, fresh water before the flow cascades over the cliff edge to the sands far below. Local people left bent pins here for the fairies when they made wishes, and visitors still tie ribbons and other offerings to the branches all around the well. Hidden in the cliff-side foliage, the well receives relatively few visitors. Follow the South West Coast Path east from the railway bridge in Carbis Bay until you see a tiny turning to the left, just before the well.",wells
West Penwith,22,"Venton Uny Fairy Well, Carbis Bay",Trailhead,trailhead,50.1975,-5.4637,SW529388,1km,Trailhead / parking for Venton Uny Fairy Well (1km).,wells
North Wales,1,"Bwlch y Groes, Llanymawddwy",Bwlch y Groes (car park),main,52.7962,-3.6133,SH913232,Parking,"This rocky mountain pass is traversed by the highest road in North Wales and was the scene of a legendary battle between King Arthur and a giant. Arthur was travelling through the pass on his way to meet Merlin when he encountered the giant, Rhitta Gawr, who wore a cloak made from the beards of all the men he had slaughtered. Thinking Arthur's beard would make a fine addition to his gruesome cloak, Rhitta attacked but Arthur slew him with one mighty blow from his sword and threw the giant's body down the mountainside. The corpse of Rhitta was eventually buried under a cairn on the summit of Mount Snowdon. To the west of Bwlch y Groes is the mountain of Aran Fawddwy with the lake of Creiglyn Dyfi just below the summit. The whole area between the mountain and pass was a favourite haunt of the fairies who liked to play and dance on the green hillsides. A boy once encountered two fairy women whilst walking along the pass and they tried to entice him into a dance. Knowing he would be lost forever if he joined them, he ran away as fast as he could! A small car park at Bwlch y Groes gives travellers a chance to stop to admire the breathtaking views and to explore the mountainous terrain around this legendary pass.",wild places
North Wales,1,"Bwlch y Groes, Llanymawddwy",Aran Fawddwy,nearby_feature,52.7871,-3.6879,SH862223,Mountain to the west,To the west of Bwlch y Groes is the mountain of Aran Fawddwy. The whole area between the mountain and the pass was a favourite haunt of the fairies who liked to play and dance on the green hillsides.,hills
